UUID,PlayStation 5,PlayStation 4,PlayStation 3,Xbox Series X/S,Xbox One,Xbox 360,Nintendo Switch,Nintendo WiiU,Nintendo Wii,Nintendo DS,PC,Mobile
8f9eeed9-5d39-48ca-ac26-fd06e7f3bf30,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
bb3f3735-55ad-4ecd-bce5-e9629f8206db,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
60de7dcc-7a62-4e7f-a550-4e97f6db271f,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
a3ffb87d-29c9-42c4-bb3d-d2bf16aa0401,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
d02fc8af-8a8a-4a21-b594-38b40ddd63a6,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
26ff04aa-c97a-4178-bf95-65d612606a42,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ee4ffb5d-3fe9-44c4-925a-d5ebca65a0e9,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
4dc2b2ec-ef3e-43e7-aa72-d21cea9a0ee4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
8dc01446-4bd8-4bd0-8475-976b5ceb26de,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
f91571fa-a728-49cb-a13c-bfc3f78f7e71,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
eb2b9043-8b43-4de8-9674-97b0c46d3f66,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
284e2e66-12e1-4572-9840-927922fe1235,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
05366c01-b85e-4677-bb53-c18b2f54976d,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
d2bfa8cd-4aaa-4986-b478-51354e9436ae,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
209eeb20-8f75-4576-9c06-5fe02ab85a16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
bc9af498-7a5d-423c-b592-fb33f54fe573,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
ad37e6ef-4db3-4f19-9e28-cd12cdbc9ed3,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
b8448b01-11d7-4201-ab62-6b17c917f807,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
b3a59eb3-a1cb-4758-bd88-10ca4325d66c,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
7247f990-b929-4c94-8ae2-7d6c4a7aba3d,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
867799ec-7176-4027-871c-996205fd7c36,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
d4756a54-fd07-4ae8-bcb8-b577caa2d7f2,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
d3649169-a3b4-47b4-a2a4-5f56f35c8050,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
44db3496-b818-43e6-8082-40c544ff7312,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
33baf49a-c2c5-467a-b9db-e2e69f749755,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ce307411-646b-45c2-8f14-1081a7122796,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
edd71422-f07d-4f53-9274-56832d295281,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
dbfcbef1-0158-412b-8a3f-a0c5c0a1f614,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
8d04da48-ef88-4081-a220-0b84a3217c09,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
56607f6c-8612-4c09-b6c4-05ea77efb8bf,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
6879835e-d281-464f-8298-e6c3c8b8730a,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
41f57477-cf6c-43a8-8a65-a7413e60db5c,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
5194edac-019c-4c78-9933-99cffc85d78f,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5e5f69dd-5ed4-40c7-ac1e-e5b4aa289011,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
e7942cf9-bdb2-40f5-8a7b-9a8df514ee06,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
dc92b415-afd4-4fb1-aa89-510dfc45477a,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
b08d83ff-a507-4694-b428-a7f67645ad81,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
945a0d01-0b06-4f27-b1e6-336360ca6749,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
dd1e629e-58fb-43f1-9047-9f57762c19b3,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
b1eeecf6-9522-48a2-a1df-0f892a56d8c8,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
43f7b532-fd65-4d83-98fa-4792a2f6525d,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
768f2fab-670f-4b5b-98e0-a1487e365180,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
6ac5c44b-bc51-414c-97ea-5ae993d20f80,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
796ac62a-d303-4830-ab7d-06d27ddce7cd,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
5c936709-cd34-4af2-b54b-f4c66d7270dd,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
65340c60-6ee4-4081-bf34-0f2263c2d745,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6bc98496-8398-4ebb-b592-e51429d5ee9b,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
943079a4-41da-4b25-9087-53cde9559f4c,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
347cabbe-f624-4e1a-921b-5d752d973a0b,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
f83c5929-7bb9-4c9e-af35-ec2f983be554,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
b510a470-91ee-48a2-ac23-9026f59877f2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
b2209f67-c4ec-4601-b92e-fe75f71f02ef,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
db7c9c97-a83a-47ed-9d07-0c581e7cde02,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
5e7875fa-c78a-4f90-b517-d83a22d744f8,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
5b508aa0-282d-4456-98cc-c8aa98f5bd0d,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
c3a0f319-7e46-4586-9d67-31d6be0595b4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
46062fc0-5a0d-4ff3-92df-f1831b79b893,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2769d5af-f79a-40e3-92c6-c6904c99174a,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
e052c158-b495-443a-9c96-563d4241d455,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
70008a05-4310-425a-b6fd-aec65116dc5d,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
90aeb940-0a19-471f-b57d-f8d2ef7fabf1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
49537369-8a67-44f5-8aef-e635cbfe2cda,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
b4e1caf4-8683-4b96-b4b9-6cc73e650ca9,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
322f1f30-ec0f-472c-9665-d994f0e77c74,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
94c79e5f-fc70-4947-a0d7-df51d092407d,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
63be9e9f-f8df-4798-84c5-e5a35fa28b86,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
70db09e6-02d5-40be-be61-c6fa3a51fdf7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
bc7b0d69-004a-404c-bea6-a336aeb36de4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
dd527942-90d8-4567-8724-632f69f8e3c5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
94e733e6-93c1-4359-876b-50b8210741b4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
f9e47813-13f0-43b5-9aa4-b3a1dd263f6e,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
dbf5d18c-e31a-4263-8f0e-a3b979cf776e,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
10da64b3-9db7-46a4-9f2b-471d0ad2f74b,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
49e230ce-2fa0-4f41-a86d-81950a2101f8,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
9f383d6c-cd7a-4beb-927e-1cf13db58742,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
72d1014b-d00b-4837-bc0b-0ac0ca53e9ef,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
7404023d-3376-4aa8-af3f-c7a69590b5d6,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
85e03264-8e46-4737-ae42-3a0704a86fcd,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
547607a8-3045-40a8-8358-46212b967be4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
d39be315-bdfb-458f-ac91-caef1b79442e,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
0ecfc457-55bf-4488-a616-d225adff5695,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8c74aca7-1230-4878-b0e5-38078a8da259,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
0f2d2075-6769-44f9-b35b-d85874c1919a,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
28233dbc-cb3d-40c1-8a89-670a0322db9e,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
6e46bf75-912b-4354-891a-ad30837da84c,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
64b94fc8-2bea-4539-982c-f11039e23608,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
18f22109-dd3e-4426-9b36-f8cd64f25d92,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
e3b1be95-9fe5-4084-90ce-9ea1b0c45153,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
d444203f-1960-4263-bd30-68a703c25e8f,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
985ff828-d6ab-4f8d-8aa3-7039614d4246,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
c1aec09a-f413-469f-9d08-1e6f6e209d1c,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
46eeaa99-305c-4e7d-b124-90e4cf26a008,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
048c3762-b888-4320-be7a-ebe7db4c0859,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
dd799c75-97c9-4232-8044-a32e6bfcef99,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
94c70ac4-da32-4847-a1e6-07a29036b30a,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
d6f9e5c5-ed9b-4140-88b4-ef8ccd3a8e9f,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
6a3a2c29-6c97-4ac2-938c-9d01ef8807b9,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
a7a12870-82f8-434d-893f-8f44e5caabaf,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
e023a619-e07b-4f6f-ab1e-a21774378c7c,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
64234352-fbfa-401d-977f-95aa60e72b18,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
657d6a36-e13b-4501-a3c7-5f210c5bc9fc,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
6a737ee8-420f-4ff1-a900-761c883e708b,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
ee238654-9dce-4507-a931-3a50065d858d,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
7a951b6f-8b2a-47f9-902d-d604ea3f7993,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
90c9562f-b08e-4eec-ba15-4102ca2cde61,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
bc61512b-cf39-46c0-a2d5-ef82073668c3,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
17137f33-d733-4c3f-83b3-580ace6981f9,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
585a7fa8-5ca1-4fdf-a8ee-a2895121c451,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
4489167b-42dc-4b6a-82db-bc4ad6a4eb6f,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
94092857-dbb4-4088-a360-0b757230416c,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
36f043b6-eb31-4ade-b951-c6c6abaafafd,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
c5a13361-0810-4eb4-b963-fb752047c700,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
d04d8e8b-098b-41a5-8e8e-945f12237e4b,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
51dc217f-b5a3-4007-b553-519ac72003ec,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
adae1c43-b8ae-4e51-9e7e-bbfe7f31bef3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
14a7ce6d-742c-4b28-8356-014bb7cf8240,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
990d5857-052d-45c3-9c1c-59cff5b95c29,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
49e4a910-ca98-478c-9f19-d5ead96c3afc,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
7195bc5d-bb8b-4d28-9707-c1d145d85b22,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
9c4b74bc-d5c6-4c22-84f0-55492954e9dd,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
4eea8767-59b9-4730-af0a-5e85f288dce4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
3fb0c58a-328e-4f0d-be2a-094e1076569a,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
95198d3a-3da3-4bff-a0e3-1dbc1c0ab9e2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
4cac635a-4d93-4ef7-92fa-c7402fe8b3eb,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
bf21d225-0d03-4b17-8a5d-42036ddc8e38,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
0016c246-525b-4099-a7a2-53fe518bb6ee,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
f2f489fc-cb83-4bf9-87a5-89e7eca5ac31,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
d5f64306-1ffd-429d-8dd2-eefc101eedad,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
14b707d8-6f45-42c4-9421-6139c62ef705,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
fc35361f-2bbc-4e9d-b191-98f4686933f8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
1e05b7a6-17ef-4556-a815-747229a06b5f,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41bcf2e3-c37a-4a8e-ae24-c92f2fb9b28b,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
8fa50d42-0ada-434a-96eb-3db68ebf0ef6,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
70a4e899-74fd-42f4-bcdb-5ba0b46129c3,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8b2c8d8f-5359-490e-9066-3403954f7b95,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
7360ec51-3253-42bb-bf21-9fe08adf30f9,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
ee44b2a7-0827-4112-8eed-dba2b0b02f72,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
f4f334cd-96ff-432a-9fb9-4e7231537b79,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
86b5633b-226d-40e0-9f75-563e5febb2e8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
7ea78e20-4391-430a-b307-d745b5ae6baf,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
c8bb73bc-c282-46d9-b727-9ff1d4072590,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
e703f45b-6523-4c99-8566-3ce7775cb73e,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
da8108c9-5e72-4bab-b6a8-37320b60ef52,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
e116ef4d-b991-404e-a1bc-202c98ec66a6,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
d002d61e-9359-4d06-8514-7e213f3577f3,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
b61c292f-9c25-4441-9b1d-c18b8b0cc636,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
e8a2299b-3886-4585-bc51-abc7bb1310e5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
940a9d80-7d92-49d6-b28c-70b8864f09b2,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2eb1d1e6-9d1f-4f29-8478-e2fe9fb413d4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
36ec7de6-6feb-4c24-bd2f-53a8c3594b85,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
677f4461-da94-44a1-a361-e6f5437466ea,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
198cc11c-9fd6-4dfa-96fc-0149f77e8c3c,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
72ddfa9c-0e70-4499-9c65-e91876c7cc7c,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
af0bed31-fd8b-47db-9136-eb1343834424,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
9d8ec006-8fbc-4ccc-b117-ef724f762564,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
a52a5847-5c23-423d-855d-acb2e49d4fca,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
d08569a2-e660-4703-8f55-080592606f51,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
b8d2c135-2e19-4b3d-babf-a1f3b8210430,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
776a70a8-89b2-4454-bc7e-dddb8f7472e4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
